Organism Name	Organism Taxonomic ID	Assembly Accession	Assembly Name	Assembly Release Date	Assembly BioSample Accession	Assembly BioProject Accession	Assembly BioProject Lineage Parent Accessions	Source Database
Anaxyrus boreas	30325	GCA_041430395.1	aAnaBor1.0.p	2024-08-22	SAMN41143300	PRJNA1118739	PRJNA986203	SOURCE_DATABASE_GENBANK
Anaxyrus boreas	30325	GCA_041430415.1	aAnaBor1.0.a	2024-08-22	SAMN41143300	PRJNA1118740	PRJNA986203	SOURCE_DATABASE_GENBANK
Ancistrocerus nigricornis	76990	GCA_916049575.1	iyAncNigr1.1	2021-09-18	SAMEA7746762	PRJEB47507	PRJEB46313	SOURCE_DATABASE_GENBANK
Ancistrocerus nigricornis	76990	GCA_916050135.1	iyAncNigr1.1 alternate haplotype	2021-09-22	SAMEA7746762	PRJEB47508	PRJEB46313	SOURCE_DATABASE_GENBANK
Andrena bicolor	1190795	GCA_960531205.1	iyAndBico1.1	2023-07-26	SAMEA10157815	PRJEB64529	PRJEB58236	SOURCE_DATABASE_GENBANK
Andrena bicolor	1190795	GCA_960531515.1	iyAndBico1.1 alternate haplotype	2023-07-26	SAMEA10157815	PRJEB64528	PRJEB58236	SOURCE_DATABASE_GENBANK
Andrena bucephala	1542580	GCA_947577245.1	iyAndBuce1.1	2022-12-18	SAMEA10166816	PRJEB58269	PRJEB55567	SOURCE_DATABASE_GENBANK
Andrena bucephala	1542580	GCA_947577235.1	iyAndBuce1.1 alternate haplotype	2022-12-16	SAMEA10166816	PRJEB58270	PRJEB55567	SOURCE_DATABASE_GENBANK
Andrena dorsata	1411666	GCA_929108735.1	iyAndDors1.1	2022-02-09	SAMEA7746464	PRJEB50659	PRJEB48400	SOURCE_DATABASE_GENBANK
Andrena dorsata	1411666	GCA_929114765.1	iyAndDors1.1 alternate haplotype	2022-02-09	SAMEA7746464	PRJEB50660	PRJEB48400	SOURCE_DATABASE_GENBANK
Andrena fulva	1411667	GCA_946251845.1	iyAndFulv1.1	2022-09-12	SAMEA10166729	PRJEB55429	PRJEB54055	SOURCE_DATABASE_GENBANK
Andrena fulva	1411667	GCA_946251835.1	iyAndFulv1.1 alternate haplotype	2022-09-12	SAMEA10166729	PRJEB55430	PRJEB54055	SOURCE_DATABASE_GENBANK
Andrena haemorrhoa	444401	GCA_910592295.1	iyAndHaem1.1	2021-07-07	SAMEA7520535	PRJEB45692	PRJEB45180	SOURCE_DATABASE_GENBANK
Andrena haemorrhoa	444401	GCA_910592125.1	iyAndHaem1.1 alternate haplotype	2021-07-07	SAMEA7520535	PRJEB45693	PRJEB45180	SOURCE_DATABASE_GENBANK
Andrena hattorfiana	1126402	GCA_944738655.2	iyAndHatt1.2	2022-09-15	SAMEA7746468	PRJEB53871	PRJEB52207	SOURCE_DATABASE_GENBANK
Andrena hattorfiana	1126402	GCA_944738785.2	iyAndHatt1.2 alternate haplotype	2022-09-09	SAMEA7746468	PRJEB53870	PRJEB52207	SOURCE_DATABASE_GENBANK
Andrena minutula	1190802	GCA_929113495.1	iyAndMinu1.1	2022-02-09	SAMEA8603155	PRJEB50664	PRJEB47990	SOURCE_DATABASE_GENBANK
Andrena minutula	1190802	GCA_929113085.1	iyAndMinu1.1 alternate haplotype	2022-02-09	SAMEA8603155	PRJEB50663	PRJEB47990	SOURCE_DATABASE_GENBANK
Andrena scotica	2878414	GCA_952773225.1	iyAndCara2.1	2023-07-15	SAMEA10166736	PRJEB61392	PRJEB58246	SOURCE_DATABASE_GENBANK
Andrena trimmerana	1431430	GCA_951215215.1	iyAndTrim1.1	2023-05-11	SAMEA10107041	PRJEB61831	PRJEB56904	SOURCE_DATABASE_GENBANK
Andrena trimmerana	1431430	GCA_951212825.1	iyAndTrim1.1 alternate haplotype	2023-05-08	SAMEA10107041	PRJEB61832	PRJEB56904	SOURCE_DATABASE_GENBANK
Angiostrongylus vasorum	321387	GCA_018806985.1	UZH_Avas_1.0	2021-06-09	SAMN16124463	PRJNA663250	PRJEB49197	SOURCE_DATABASE_GENBANK
Anguilla anguilla	7936	GCA_013347855.1	fAngAng1.pri	2020-06-18	SAMN12623627	PRJNA561979	PRJNA562168	SOURCE_DATABASE_GENBANK
Anguilla anguilla	7936	GCA_013347865.1	fAngAng1.alt	2020-06-12	SAMN12623627	PRJNA561984	PRJNA562168	SOURCE_DATABASE_GENBANK
Anhinga anhinga	56067	GCA_013396435.1	ASM1339643v1	2020-07-10	SAMN12253762	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Anhinga rufa	317792	GCA_013400875.1	ASM1340087v1	2020-07-10	SAMN12253935	PRJNA545868	PRJNA533106	SOURCE_DATABASE_GENBANK
Anisus vortex	271030	GCA_949126835.1	xgAniVort1.1	2023-04-08	SAMEA7520804	PRJEB59452	PRJEB59083	SOURCE_DATABASE_GENBANK
Anisus vortex	271030	GCA_949126815.1	xgAniVort1.1 alternate haplotype	2023-04-09	SAMEA7520804	PRJEB59451	PRJEB59083	SOURCE_DATABASE_GENBANK
Anniella stebbinsi	2202111	GCA_029215775.1	rAnnSte1.0.hap1	2023-03-14	SAMN33386066	PRJNA938519	PRJNA937274	SOURCE_DATABASE_GENBANK
Anniella stebbinsi	2202111	GCA_029215795.1	rAnnSte1.0.hap2	2023-03-14	SAMN33386066	PRJNA938518	PRJNA937274	SOURCE_DATABASE_GENBANK
Anolis sagrei	38937	GCA_037176765.1	rAnoSag1.mat	2024-03-15	SAMN40144551	PRJNA1080665	PRJNA1086517	SOURCE_DATABASE_GENBANK
Anolis sagrei	38937	GCA_037176775.1	rAnoSag1.pat	2024-03-15	SAMN40144551	PRJNA1080664	PRJNA1086517	SOURCE_DATABASE_GENBANK
Anomaloglossus baeobatrachus	238106	GCA_048569465.1	aAnoBae1.hap2	2025-03-13	SAMN46966667	PRJNA1226913	PRJNA1235750	SOURCE_DATABASE_GENBANK
Anomaloglossus baeobatrachus	238106	GCA_048569485.1	aAnoBae1.hap1	2025-03-13	SAMN46966667	PRJNA1226914	PRJNA1235750	SOURCE_DATABASE_GENBANK
Anomoia purmunda	103414	GCA_951828415.1	idAnoPurm1.1	2023-07-14	SAMEA7520325	PRJEB63031	PRJEB55940	SOURCE_DATABASE_GENBANK
Anomoia purmunda	103414	GCA_951828255.1	idAnoPurm1.1 alternate haplotype	2023-06-23	SAMEA7520325	PRJEB63030	PRJEB55940	SOURCE_DATABASE_GENBANK
Anopheles aquasalis	42839	GCA_943734665.2	idAnoAquaMG_Q_19.2	2024-07-23	SAMEA12928206	PRJEB53270	PRJEB51740	SOURCE_DATABASE_GENBANK
Anopheles aquasalis	42839	GCA_943734665.1	idAnoAquaMG_Q_19	2022-06-24	SAMEA12928206	PRJEB53270	PRJEB51740	SOURCE_DATABASE_GENBANK
Anopheles aquasalis	42839	GCA_943734835.2	idAnoAquaMG_Q_19.2 alternate haplotype	2024-05-15	SAMEA12928206	PRJEB53271	PRJEB51740	SOURCE_DATABASE_GENBANK
